#z Q_H Q_H-err Q_H+err Q_He Q_He-err Q_He+err
9.83 0.131732632677 0.131166351951 0.140822401113 0.100297473844 0.0926573577155 0.128665937852
9.84 0.130933214073 0.13043132578 0.13997217253 0.0998400823982 0.0923315444246 0.128109719738
9.85 0.130133795468 0.129760300949 0.139301147699 0.0993826909525 0.0919289295258 0.127707104839
9.86 0.129334376863 0.129089276118 0.138630122868 0.0989320756763 0.0915263146271 0.12730448994
9.87 0.128551612813 0.128418251286 0.137959098037 0.0985255055023 0.0911236997284 0.126901875041
9.88 0.127802157871 0.127747226455 0.137288073205 0.0981189353282 0.0907210848296 0.126499260143
9.89 0.127052702929 0.126889783343 0.136430630093 0.0977123651542 0.0903983634798 0.125936858146
9.9 0.126303247987 0.125983899821 0.135524746571 0.0973057949802 0.0900964023057 0.125332935798
9.91 0.125553793046 0.125078016299 0.134618863049 0.0968619558736 0.0897944411317 0.12472901345
9.92 0.124804338104 0.124172132777 0.133712979527 0.0964045644278 0.0894924799576 0.124125091102
9.93 0.124054883162 0.123393709004 0.132807096005 0.0959471729821 0.089063059034 0.123521168754
9.94 0.12330542822 0.122638806069 0.131901212483 0.0954897815363 0.0886101172729 0.122917246406
9.95 0.122499487552 0.121883903134 0.13099532896 0.0950323900905 0.0881571755118 0.122313324058
9.96 0.121600141622 0.121129000199 0.130089445438 0.0945749986448 0.0877042337508 0.121709401709
9.97 0.120700795692 0.120374097264 0.129183561916 0.094117607199 0.0873863711654 0.121105479361
9.98 0.119801449761 0.119619194329 0.128277678394 0.0936602157532 0.0870844099914 0.120501557013
9.99 0.118961850589 0.118864291393 0.127371794872 0.0932028243075 0.0867824488173 0.119897634665
10.0 0.118212395647 0.118109388458 0.12646591135 0.0927454328617 0.0864804876433 0.119293712317
10.01 0.117462940705 0.117354485523 0.125702726429 0.092288041416 0.0860358278672 0.118689789969
10.02 0.116713485763 0.116599582588 0.124947823494 0.0918306499702 0.0855828861061 0.118085867621
10.03 0.115964030821 0.115844679653 0.124192920559 0.0913732585244 0.0851299443451 0.117481945273
10.04 0.11521457588 0.115089776718 0.123438017624 0.0909158670787 0.084677002584 0.116878022925
10.05 0.114465120938 0.114334873783 0.122532796661 0.0904584756329 0.0843743788511 0.116274100576
10.06 0.113715665996 0.113579970847 0.121626913139 0.0900010841871 0.0840724176771 0.115670178228
10.07 0.112966211054 0.112825067912 0.120721029616 0.0895436927414 0.083770456503 0.11506625588
10.08 0.112216756112 0.112070164977 0.119822102962 0.0890863012956 0.0834615384615 0.1144692904
10.09 0.11146730117 0.111315262042 0.119067200027 0.0886289098498 0.0830085967005 0.114016348638
10.1 0.110717846228 0.110560359107 0.118312297091 0.0881715184041 0.0825556549394 0.113563406877
10.11 0.109968391287 0.109805456172 0.117557394156 0.0877141269583 0.0821027131783 0.113110465116
10.12 0.109218936345 0.109050553237 0.116802491221 0.0872567355126 0.0816643477109 0.112642947062
10.13 0.108469481403 0.108295650301 0.116047588286 0.0867993440668 0.0813623865368 0.112039024713
10.14 0.107720026461 0.107540747366 0.115292685351 0.0863826096384 0.0810604253628 0.111435102365
10.15 0.106970571519 0.106785844431 0.114537782416 0.0860776820079 0.0807584641887 0.110831180017
10.16 0.106221116577 0.106030941496 0.113760683761 0.0857727543774 0.0804565030146 0.110227257669
10.17 0.105471661635 0.105276038561 0.112854800239 0.0854678267469 0.0801545418406 0.109623335321
10.18 0.104722206694 0.104521135626 0.111948916716 0.0851086897599 0.0798525806665 0.109019412973
10.19 0.103972751752 0.103766232691 0.111043033194 0.0846512983141 0.0795506194925 0.108415490625
10.2 0.10322329681 0.103011329756 0.110166964818 0.0841939068683 0.0792188431723 0.107841383423
10.21 0.102473841868 0.10225642682 0.109412061883 0.0837365154226 0.0787659014113 0.107388441662
10.22 0.101724386926 0.101501523885 0.108657158948 0.0832791239768 0.0783129596502 0.106935499901
10.23 0.101018994733 0.10074662095 0.107902256013 0.082821732531 0.0778600178891 0.10648255814
10.24 0.100352812562 0.100012515 0.107168150062 0.0823643410853 0.0774528294942 0.106008819394
10.25 0.0996866303916 0.0993414901684 0.106497125231 0.0819069496395 0.0771844195617 0.105471999529
10.26 0.099020448221 0.0986704653371 0.1058261004 0.081476662872 0.0769160096292 0.104935179664
10.27 0.0983498015429 0.0979994405059 0.105155075569 0.081070092698 0.0766475996967 0.104398359799
10.28 0.0976003466011 0.0973284156747 0.104484050737 0.080663522524 0.0763791897642 0.103861539934
10.29 0.0968508916592 0.0967113893858 0.103745527728 0.08025695235 0.0759622838402 0.103270721527
10.3 0.0961014367174 0.0961074670377 0.102990624793 0.0798436060064 0.0755093420791 0.102666799178
10.31 0.0953519817755 0.0955035446896 0.102235721858 0.0793862145606 0.075056400318 0.10206287683
10.32 0.0946025268336 0.0948996223415 0.101480818923 0.0789288231149 0.074603458557 0.101458954482
10.33 0.0938530718918 0.0941665838468 0.100725915988 0.0784714316691 0.0742796329424 0.100855032134
10.34 0.0931036169499 0.0934116809117 0.0999710130524 0.0780140402233 0.0739776717684 0.100251109786
10.35 0.0923687201849 0.0926567779766 0.0992161101173 0.0775566487776 0.0736757105943 0.0996471874379
10.36 0.0917691562314 0.0919018750414 0.0984612071821 0.0770992573318 0.0733737494203 0.0990432650898
10.37 0.0911695922779 0.0911469721063 0.097706304247 0.0766418658861 0.0729350526734 0.0985760783145
10.38 0.0905700283244 0.0903920691711 0.0969514013119 0.0761844744403 0.0724821109123 0.0981231365534
10.39 0.0899526451625 0.089637166236 0.0961964983767 0.0757270829945 0.0720291691513 0.0976701947923
10.4 0.0892031902206 0.0888822633009 0.0954415954416 0.0752696915488 0.0715762273902 0.0972172530312
10.41 0.0884537352788 0.0882717153647 0.0946866925065 0.074812300103 0.0712676406281 0.0966199562711
10.42 0.0877042803369 0.0876677930166 0.0939317895713 0.0744158941833 0.0709656794541 0.096016033923
10.43 0.0869548253951 0.0870638706685 0.0931768866362 0.0741109665528 0.07066371828 0.0954121115749
10.44 0.0862053704532 0.0864589544822 0.0924219837011 0.0738060389223 0.0703607632677 0.0948081892268
10.45 0.0854559155113 0.0857040515471 0.0916670807659 0.0735011112918 0.0699078215067 0.0942042668787
10.46 0.0847064605695 0.084949148612 0.0909121778308 0.0731216457961 0.0694548797456 0.0936003445306
10.47 0.0839813468992 0.0841942456768 0.0901572748957 0.0726642543503 0.0690019379845 0.0929964221825
10.48 0.0833817829457 0.0834479560061 0.0894023719605 0.0722068629045 0.0685576094878 0.0924011130988
10.49 0.0827822189923 0.082844033658 0.0886474690254 0.0717494714588 0.0682556483138 0.0919481713377
10.5 0.0821826550388 0.0822401113099 0.0878925660903 0.071292080013 0.0679536871397 0.0914952295766
10.51 0.0815554887821 0.0816361889618 0.0871376631551 0.0708346885673 0.0676517259657 0.0910422878156
10.52 0.0808060338402 0.081016033923 0.08638276022 0.0703772971215 0.067333532101 0.0905731133638
10.53 0.0800565788983 0.0802611309879 0.0856278572848 0.0699199056757 0.0668805903399 0.0899691910157
10.54 0.0793071239565 0.0795062280528 0.0848729543497 0.06946251423 0.0664276485788 0.0893652686676
10.55 0.0785885323494 0.0787513251176 0.0841180514146 0.0690051227842 0.0659747068177 0.0887613463195
10.56 0.077988968396 0.0780202742994 0.0833870005963 0.0685477313384 0.0655217650567 0.0881574239714
10.57 0.0773894044425 0.0774163519512 0.0827830782482 0.0680903398927 0.0650688232956 0.0875535016233
10.58 0.076789840489 0.0768124296031 0.0821791559001 0.0676329484469 0.0646158815345 0.0869495792752
10.59 0.0761561521691 0.076208507255 0.081575233552 0.0671755570011 0.0641629397734 0.0863456569271
10.6 0.0754066972272 0.0756045849069 0.0809398396608 0.0667181655554 0.0637414695554 0.0857732061221
10.61 0.0746572422853 0.0750006625588 0.0801849367256 0.0662607741096 0.0634395083814 0.085320264361
10.62 0.0739077873435 0.0743967402107 0.0794300337905 0.0658033826639 0.0631375472073 0.0848673225999
10.63 0.0732123335321 0.0737928178626 0.0786751308554 0.0653459912181 0.0628355860333 0.0844143808388
10.64 0.0726793877957 0.0732062692786 0.0779419451254 0.0648885997723 0.062507564213 0.0839397218725
10.65 0.0721464420592 0.0726694494136 0.0772709202942 0.0644312083266 0.0621049493143 0.0834029020076
10.66 0.0716134963228 0.0721326295487 0.076599895463 0.0640212500678 0.0617023344155 0.0828660821426
10.67 0.0710805505864 0.0715958096837 0.0759288706317 0.0636146798938 0.0612997195168 0.0823292622776
10.68 0.0704960494932 0.0710589898187 0.0752578458005 0.0632081097197 0.060897104618 0.0817924424126
10.69 0.0698964855397 0.0703442821175 0.0746415556881 0.0628015395457 0.0605765917975 0.0812008878288
10.7 0.0692969215862 0.0695893791824 0.07403763334 0.0624491787283 0.0602746306235 0.0805969654807
10.71 0.0686973576327 0.0688344762473 0.0734337109919 0.0621442510977 0.0599726694494 0.0799930431326
10.72 0.0680977936792 0.0680795733121 0.0728297886438 0.0618393234672 0.0596707082754 0.0793891207845
10.73 0.0674982297257 0.0674554429206 0.0720950937521 0.0615343958367 0.0592379745577 0.0787851984364
10.74 0.0668986657722 0.0668515205725 0.0713401908169 0.0611346018323 0.0587850327967 0.0781812760883
10.75 0.0662991018187 0.0662475982244 0.0705852878818 0.0606772103865 0.0583320910356 0.0775773537402
10.76 0.0655770162493 0.0656436758762 0.0698303849467 0.0602198189408 0.0578791492745 0.076973431392
10.77 0.0648275613074 0.0650397535281 0.0692138739813 0.059762427495 0.0574262075134 0.0765079010137
10.78 0.0640781063655 0.06443583118 0.0686099516332 0.0593050360492 0.0569732657523 0.0760549592526
10.79 0.0633286514237 0.0638319088319 0.0680060292851 0.0588476446035 0.0565203239913 0.0756020174916
10.8 0.0627049791294 0.0632279864838 0.067402106937 0.0583902531577 0.0560673822302 0.0751490757305
10.81 0.0621054151759 0.0626240641357 0.0667981845889 0.0579328617119 0.0557604518651 0.0745501225734
10.82 0.0615058512224 0.0620201417876 0.0661942622408 0.0574754702662 0.0554584906911 0.0739462002253
10.83 0.0609062872689 0.0614162194395 0.0655903398927 0.0570180788204 0.055156529517 0.0733422778772
10.84 0.0603067233155 0.0608122970914 0.0649837673094 0.0565606873746 0.0548519181077 0.0727383555291
10.85 0.059707159362 0.0602083747433 0.0642288643742 0.0561032959289 0.0543989763467 0.072134433181
10.86 0.0591075954085 0.0596044523952 0.0634739614391 0.0556459044831 0.0539460345856 0.0715305108328
10.87 0.058508031455 0.0590005300471 0.062719058504 0.0551885130374 0.0534930928245 0.0709265884847
10.88 0.0579084675015 0.0583966076989 0.0619744252302 0.0547311215916 0.0530401510634 0.0703226661366
10.89 0.057308903548 0.0577926853508 0.0613705028821 0.0542737301458 0.0525872093023 0.0697187437885
10.9 0.0567093395945 0.0571887630027 0.060766580534 0.0538163387001 0.0521342675413 0.0691148214404
10.91 0.056109775641 0.0565848406546 0.0601626581859 0.0533589472543 0.0516813257802 0.0685108990923
10.92 0.0555102116875 0.0559809183065 0.0595587358378 0.0529015558085 0.0512462731067 0.0679248658318
10.93 0.0549106477341 0.0553769959584 0.0589548134897 0.0524441643628 0.0509443119327 0.0674719240708
10.94 0.0543110837806 0.0547730736103 0.0583508911416 0.051986772917 0.0506423507586 0.0670189823097
10.95 0.0537115198271 0.0541691512622 0.0577469687935 0.0515293814712 0.0503403895846 0.0665660405486
10.96 0.0531119558736 0.0535652289141 0.0571175379315 0.0510719900255 0.0500129198966 0.0660875902736
10.97 0.0525123919201 0.052961306566 0.0563626349964 0.0506145985797 0.0495599781356 0.0654836679255
10.98 0.0519128279666 0.0523573842179 0.0556077320612 0.050157207134 0.0491070363745 0.0648797455774
10.99 0.0513132640131 0.0517534618698 0.0548528291261 0.0496998156882 0.0486540946134 0.0642758232293
11.0 0.0507768501955 0.0511642630506 0.05414577766 0.0492424242424 0.048212195499 0.0636866244101
11.01 0.050243904459 0.0506274431856 0.053608957795 0.0487974557742 0.0478095806003 0.0631498045452
11.02 0.0497109587226 0.0500906233206 0.05307213793 0.0483908856002 0.0474069657015 0.0626129846802
11.03 0.0491780129862 0.0495538034556 0.052535318065 0.0479843154262 0.0470043508028 0.0620761648152
11.04 0.0486135957066 0.0490169835906 0.0519984982001 0.0475777452522 0.0466017359041 0.0615393449502
11.05 0.0480140317531 0.048428079242 0.0514095938515 0.0471711750782 0.0461600576426 0.0609504406016
11.06 0.0474144677997 0.0478241568939 0.0508056715034 0.0467216891636 0.0457071158815 0.0603465182535
11.07 0.0468149038462 0.0472202345458 0.0502017491552 0.0462642977178 0.0452541741205 0.0597425959054
11.08 0.0462894118963 0.0466163121977 0.0495978268071 0.045806906272 0.0448012323594 0.0591386735573
11.09 0.0458397389311 0.0460123898496 0.048993904459 0.0453495148263 0.0443482905983 0.0585347512092
11.1 0.045390065966 0.0454084675015 0.0483899821109 0.0448921233805 0.0438953488372 0.0579308288611
11.11 0.0449403930009 0.0448045451534 0.0477860597628 0.0444347319347 0.0434424070761 0.057326906513
11.12 0.0444133870006 0.0442006228053 0.0471821374147 0.043977340489 0.0429894653151 0.0567229841649
11.13 0.0438138230471 0.0437291293977 0.0465782150666 0.0435199490432 0.042536523554 0.0561190618167
11.14 0.0432142590936 0.0432761876367 0.0459742927185 0.0430625575974 0.0420835817929 0.0555151394686
11.15 0.0426146951401 0.0428232458756 0.0453703703704 0.0426051661517 0.0416306400318 0.0549112171205
11.16 0.0420151311867 0.0423703041145 0.0447664480223 0.0421477747059 0.0411776982707 0.0543072947724
11.17 0.0414155672332 0.0417773139866 0.0441625256742 0.0416903832602 0.0408648048764 0.0537033724243
11.18 0.0408160032797 0.0411733916385 0.0435586033261 0.0412329918144 0.0405628437024 0.0530994500762
11.19 0.0402164393262 0.0405694692904 0.0429546809779 0.0407756003686 0.0402608825283 0.0524955277281
11.2 0.0396168753727 0.0399655469423 0.0423507586298 0.0403182089229 0.0399589213543 0.05189160538
11.21 0.0390173114192 0.0393616245942 0.0417468362817 0.0398608174771 0.0395092923872 0.0512876830319
11.22 0.0384177474657 0.0387577022461 0.0411429139336 0.0394034260313 0.0390563506261 0.0506837606838
11.23 0.0378181835122 0.038153779898 0.0405389915855 0.0389460345856 0.038603408865 0.0500798383357
11.24 0.0373057356887 0.0375541641821 0.0399350692374 0.0384886431398 0.038150467104 0.0494759159876
11.25 0.0368560627236 0.037101222421 0.0393311468893 0.038031251694 0.0376975253429 0.0488719936394
11.26 0.0364063897585 0.0366482806599 0.0387272245412 0.0375738602483 0.0372445835818 0.0482680712913
11.27 0.0359567167934 0.0361953388988 0.0381233021931 0.0371164688025 0.0367916418207 0.0476641489432
11.28 0.0354166666667 0.0357304710793 0.037519379845 0.0366590773568 0.0363387000596 0.0470602265951
11.29 0.0348171027132 0.0351265487312 0.0369154574969 0.036201685911 0.0358857582986 0.046456304247
11.3 0.0342175387597 0.0345226263831 0.0363115351488 0.0357442944652 0.0354328165375 0.0458523818989
11.31 0.0336179748062 0.033918704035 0.0357076128006 0.0352869030195 0.0349798747764 0.0452484595508
11.32 0.0330184108527 0.0333147816869 0.0351232359372 0.0348295115737 0.0345269330153 0.0446445372027
11.33 0.0324188468992 0.0327108593388 0.0346702941761 0.0343721201279 0.0340739912542 0.0440406148546
11.34 0.0318192829457 0.0321069369907 0.034217352415 0.0339147286822 0.0336210494932 0.0434366925065
11.35 0.0312197189923 0.0315030146426 0.033764410654 0.0334573372364 0.0331681077321 0.0428327701584
11.36 0.0307170542636 0.0309262572053 0.033284303982 0.0329999457907 0.0326880010601 0.0422288478103
11.37 0.0302673812985 0.0304733154443 0.0326803816339 0.0325425543449 0.032084078712 0.0416249254621
11.38 0.0298177083333 0.0300203736832 0.0320764592858 0.0320851628991 0.0314801563639 0.041021003114
11.39 0.0293680353682 0.0295674319221 0.0314725369377 0.0316277714534 0.0308762340158 0.0404170807659
11.4 0.0288627178162 0.0290951655293 0.0308840742949 0.0311703800076 0.0303186907838 0.0398286181232
11.41 0.0283297720798 0.0285583456643 0.03034725443 0.0306584027514 0.0299160758851 0.0392917982582
11.42 0.0277968263433 0.0280215257993 0.029810434565 0.0301163091861 0.0295134609863 0.0387549783932
11.43 0.0272638806069 0.0274847059343 0.0292736147 0.0295742156207 0.0291108460876 0.0382181585282
11.44 0.0267469812165 0.0269478860693 0.028736794835 0.0290321220554 0.0287082311889 0.0376813386633
11.45 0.0262973082513 0.0264770920294 0.02814715431 0.0285107334526 0.0282660007951 0.0370916981382
11.46 0.0258476352862 0.0260241502683 0.0275432319618 0.0280533420068 0.027813059034 0.0364877757901
11.47 0.0253979623211 0.0255712085073 0.0269393096137 0.0275959505611 0.0273601172729 0.035883853442
11.48 0.0249161449016 0.0251182667462 0.0263353872656 0.0271385591153 0.0269071755118 0.0352799310939
11.49 0.0243165809481 0.0245388590738 0.0258579308289 0.0266811676695 0.0264542337508 0.0346760087458
11.5 0.0237170169946 0.0239349367256 0.0254049890678 0.0262237762238 0.0260012919897 0.0340720863977
11.51 0.0231174530412 0.0233310143775 0.0249520473067 0.025766384778 0.0255483502286 0.0334681640496
11.52 0.0225532945737 0.0227270920294 0.0244991055456 0.0253089933323 0.0250954084675 0.0328642417015
11.53 0.0221036216085 0.0222572550189 0.023912078447 0.0248516018865 0.0246424667064 0.0321262340158
11.54 0.0216539486434 0.0218043132578 0.0233081560989 0.0243942104407 0.0241895249453 0.0313713310806
11.55 0.0212042756783 0.0213513714967 0.0227042337508 0.023936818995 0.0237365831843 0.0306164281455
11.56 0.0207546027132 0.0208984297356 0.0221003114026 0.0234794275492 0.0232836414232 0.0298615252104
11.57 0.0203049297481 0.0204454879746 0.0216380938183 0.0229441101534 0.0226889948983 0.029248327039
11.58 0.019855256783 0.0199925462135 0.0211851520573 0.0223342548924 0.0220850725502 0.0286444046909
11.59 0.0194055838178 0.0195396044524 0.0207322102962 0.0217243996314 0.0214811502021 0.0280404823428
11.6 0.0189139833035 0.0190866626913 0.0202792685351 0.0211145443704 0.020877227854 0.0274365599947
11.61 0.01831441935 0.0184843967402 0.019677002584 0.0205961673985 0.0204226296959 0.0268326376466
11.62 0.0177148553966 0.0178804743921 0.0190730802359 0.0201387759527 0.0199696879348 0.0262287152985
11.63 0.0171152914431 0.017276552044 0.0184691578878 0.019681384507 0.0195167461737 0.0256247929504
11.64 0.0165609160704 0.0166785927251 0.0178711985689 0.0192239930612 0.0190638044126 0.0250149075731
11.65 0.0161112431053 0.016225650964 0.0174182568078 0.0187666016154 0.0186108626516 0.0242600046379
11.66 0.0156615701401 0.0157727092029 0.0169653150467 0.0183092101697 0.0181579208905 0.0235051017028
11.67 0.015211897175 0.0153197674419 0.0165123732856 0.0178518187239 0.0177049791294 0.0227501987677
11.68 0.0147622242099 0.0148668256808 0.0160458490691 0.0173944272782 0.0172384549129 0.022008878288
11.69 0.0143125512448 0.0144138839197 0.015441926721 0.016818452865 0.0166345325648 0.0214049559399
11.7 0.0138628782797 0.0139609421586 0.0148380043729 0.016208597604 0.0160306102167 0.0208010335917
11.71 0.0134132053146 0.0135080003975 0.0142340820248 0.0155987423429 0.0154266878686 0.0201971112436
11.72 0.0129118217054 0.0130338567548 0.0136513615583 0.0149888870819 0.0148439674021 0.0195719870139
11.73 0.0123122577519 0.0124299344067 0.0131984197973 0.0145111671275 0.014391025641 0.0188170840787
11.74 0.0117126937985 0.0118260120586 0.0127454780362 0.0140537756817 0.01393808388 0.0180621811436
11.75 0.011113129845 0.0112220897105 0.0122925362751 0.0135963842359 0.0134851421189 0.0173072782085
11.76 0.0105685375671 0.0106469886703 0.0118107732061 0.0131389927902 0.0130033790499 0.0165811965812
11.77 0.010118864602 0.0101940469092 0.011206850858 0.0125359136987 0.0123994567018 0.0159772742331
11.78 0.00966919163686 0.00974110514809 0.0106029285099 0.0119260584377 0.0117955343537 0.015373351885
11.79 0.00921951867174 0.00928816338701 0.00999900616181 0.0113162031767 0.0111916120056 0.0147694295369
11.8 0.00878925660903 0.0088473685373 0.00944367145918 0.0107153828084 0.010636277303 0.0141493113069
11.81 0.00838954730671 0.00844475363856 0.00904105656044 0.0103088126344 0.0102336624042 0.0134782864757
11.82 0.00798983800438 0.00804213873982 0.0086384416617 0.00990224246039 0.00983104750547 0.0128072616445
11.83 0.00759012870205 0.00763952384108 0.00823582676297 0.00949567228638 0.00942843260673 0.0121362368133
11.84 0.00719041939973 0.00723690894234 0.00783321186423 0.00908910211237 0.009025817708 0.011465211982
11.85 0.00674509447675 0.00679412641623 0.00726992645598 0.0085515259934 0.00846253229975 0.0107272411052
11.86 0.00629542151164 0.00634118465515 0.00666600410788 0.00794167073238 0.00785860995164 0.00997233817003
11.87 0.00584574854652 0.00588824289407 0.00606208175977 0.00733181547136 0.00725468760354 0.00921743523489
11.88 0.0053960755814 0.00543530113298 0.00545815941166 0.00672196021034 0.00665076525543 0.00846253229976
11.89 0.00494640261629 0.0049823593719 0.0049823593719 0.00611210494933 0.00604684290732 0.00770762936462
11.9 0.00449672965117 0.00452941761082 0.00452941761082 0.00550224968831 0.00544292055921 0.00695272642948
11.91 0.00404705668605 0.00407647584974 0.00407647584974 0.00489239442729 0.0048389982111 0.00619782349435
11.92 0.00359738372094 0.00362353408866 0.00362353408866 0.00428253916627 0.00423507586299 0.00544292055921
11.93 0.00314771075582 0.00317059232758 0.00317059232758 0.00367268390525 0.00363115351489 0.00482375935865
11.94 0.00269803779071 0.0027176505665 0.0027176505665 0.00306282864424 0.00302723116678 0.00421983701055
11.95 0.00224836482559 0.00226470880542 0.00226470880542 0.00245297338322 0.00242330881867 0.00361591466244
11.96 0.00179869186047 0.00181176704433 0.00181176704433 0.0018431181222 0.00181938647056 0.00301199231433
11.97 0.00134901889536 0.00135882528325 1.0 0.0013721743373 0.00135882528325 1.0
11.98 0.000899345930241 0.000905883522171 1.0 0.000914782891536 0.000905883522171 1.0
11.99 0.000449672965125 0.00045294176109 1.0 0.000457391445772 0.00045294176109 1.0
